category,article,version,description,trigger_words,weight,url
skin,glowing_eyes,v10,,"Glowing Eyes Meme/glowing eyes, glowing, epic",0.6-1.0,https://civitai.com/models/78921?modelVersionId=83724
skin,insane_eyes,v10,,GoingInsane/close-up,0.7-1.0,https://civitai.com/models/93263/going-insane-or-concept-lora
skin,googly_eyes,v10,,googlyeyes,,https://civitai.com/models/85366?modelVersionId=90744
skin,orgasming_face,v20,,"edgOrgasm,face focus/woman with edgOrgasm_face",,https://civitai.com/models/106844/orgasming-face-by-edg
skin,skin_tone,v10,,,,https://civitai.com/models/112594/skin-tone-slider-lora
skin,nude_front,v14,,,0.3-1.0,https://civitai.com/models/9025?modelVersionId=23250
skin,math_formulas,v10,,"MathLadyMeme/text, english text",0.8-1.0,https://civitai.com/models/112351?modelVersionId=121283
skin,low_poly,v10,,lowpoly style,,https://civitai.com/models/65215
skin,low_poly_animal,v10,,,,https://civitai.com/models/119699
action,anime_kiss,v10,,kiss/tongue kiss,,https://civitai.com/models/21458/anime-kisses
style,anime_figure,v10,,figure,,https://civitai.com/models/247230?modelVersionId=278930
style,pixel_art,v40,,pixel_art,1,https://civitai.com/models/185743/8bitdiffuser-64x-or-a-perfect-pixel-art-model
style,lineart_manga,v30,,"lineart, monochrome",1,https://civitai.com/models/16014/anime-lineart-manga-like-style
style,minimal_anime,v10,,anime minimalist,,https://civitai.com/models/24833/minimalist-anime-style
style,game_3d_jianzhu,v10,,gmic_\(iconjianzhu\),,https://civitai.com/models/395240/gmic-icon3djianzhu
style,game_2d_scene,v10,,gmic icon_\(sence\),,https://civitai.com/models/372956/gmic-icongui
style,chinese_brushwork,v10,,,,https://civitai.com/models/116545/niji-cfreehandbrushwork
style,watercolor_niji,v10,,,,https://civitai.com/models/104707/niji-watercolor
style,vector_art_niji,v10,,,,https://civitai.com/models/107734/niji-vectorillustration
style,line_art_niji,v10,,,,https://civitai.com/models/104597/niji-handdrawminimalistlineart
style,flat_art_niji,v10,,,,https://civitai.com/models/111408/niji-geometricshapes
style,kawaii_niji,v10,,,,https://civitai.com/models/104712
style,vector_illustration,v20,,vector illustration,0.6-0.9,https://civitai.com/models/60132/vector-illustration
style,chibi_3d,v10,,,,https://civitai.com/models/108279/chibi-q-niji
style,hologram_neon,,,,,https://civitai.com/models/108194/niji-hologram
style,circle_art,v10,,Circle/Art,0.8-1.0,https://civitai.com/models/123044/circle-art-or-concept-magic
style,ink_art_moxin,v10,,shuimobysim/wuchangshuo/bonian/zhenbanqiao/badashanren,0.7-1.0,https://civitai.com/models/12597?modelVersionId=14856
style,ink_art_shukezouma,v11,,shukezouma,0.7-1.0,https://civitai.com/models/12597?modelVersionId=20143
style,ink_art_scenery,v10,,"white background, scenery, ink, mountains, water, trees",,https://civitai.com/models/78605?modelVersionId=83390
style,papercut_lightbox,v10,,Paper Cut/Light Box,0.7-0.9,https://civitai.com/models/125517/paper-cut-light-box-art-or-concept-magic
